,Unnamed: 0,sentence,prob_?,prob_+,prob_-
145,145,"Приехал 25.05.18 к назначенному времени со всеми документами (паспорт, снилс, 2-ндфл, даже копия трудовой), у входа в зал аппарат, выдающий талончики (все стандартно, как во всех банках), однако взять талон по записи нет возможности.",7.9587764e-05,2.3456516e-05,0.999897
146,146,"По настоянию работодателя являюсь многолетним клентом ВТБ, в течение которых банк никогда не упускал возможности поиздеваться бесконечными звонками со ""специальными предложениями"".",5.6171593e-05,2.725217e-05,0.99991655
147,147,"Я, если честно, в шоке от того, как легко Сбербанк теряет документы, от того, как халатно сотрудники Сбербанка относятся к своим обязанностям, работая с чужими деньгами.",6.6846136e-05,3.0183122e-05,0.99990296
148,148,"Причем кредитов ранее НЕ брал ни разу, вообще никаких просрочек и т.п. не имею нигде.",0.99955004,0.0002774217,0.00017254901
149,149,"Меня встретил сначала бот с дурацкими советами, а когда наконец-то ответили живые люди, то они дали понять, что клиентские косяки банк не исправляет и потому нехилая комиссия (5.5% - то есть почти 1,5 с первода в размере 27 тысяч) останется при нем. Я давно пользуюсь услугами еще пяти банков и постоянно работаю с их приложениями для мобильного банкинга, но приложение ВТБ однозначно самое глючное и адовое из всех.",5.871961e-05,3.476909e-05,0.99990654
150,150,"Так ""дорогой"" мой Сбербанк - у вас всегда сбой системы.",5.2362993e-05,2.8826562e-05,0.9999188
151,151,"Очень обеспокоены работой ваших сотрудников, точнее их полным бездействием и нарушением всех сроков рассмотрения вопроса оформления ипотеки в рамках программы ""победа над формальностями"".",4.9670005e-05,3.0244264e-05,0.9999201
152,152,"Позвонила на горячую линию, где сотрудник №43595 подтвердил, что ответа на обращение нет, так как якобы я попросила ответ мне не предоставлять (это откровенная ложь), принять мою заявку с требованием предоставить мне письменный ответ на мое обращение №200227-0103-110500, этот сотрудник отказался.",5.690361e-05,2.2209157e-05,0.99992085
153,153,Обязательно буду рекомендовать банк и отделение своим знакомым.,5.9915234e-05,0.9998877,5.230856e-05
154,154,"Хорошо, думаю, наверно, быстро все сделаю.",0.9993913,0.00049488014,0.000113829046
155,155,"Когда я ознакомилась с условиями договора, я пришла в ужас .",0.00019505752,4.4995115e-05,0.99976
156,156,"Похоже что Тинькофф вообще не беспокоиться о проблемах клиентов, потому что они переносили срок крайнего ответа уже 3 (!)",5.041625e-05,3.9333212e-05,0.99991024
157,157,"Крайне разочарован работой банка, являясь зарплатным клиентом Сбербанка, предпочту отказаться от его услуг, и предпочту завести зарплатный счет в Газпром банке, где более квалифицированные и воспитанные сотрудники.",4.3843505e-05,2.7217911e-05,0.99992895
158,158,Сегодня на мой вопрос о сроках готовности и вовсе не получила ответа.,4.401102e-05,2.8364559e-05,0.99992764
159,159,Считаю что руководство должно непременно отметить прекрасную работу своего сотрудника!,0.0003999298,0.99813074,0.0014693554
160,160,"Я просто в шоке, с таким банком я никогда ещё не связывались, у меня куча закрытых кредитов и первый раз столкнулась с тем, что банк меняет условия кредитования после подписания договора, через месяц.",6.493072e-05,2.542578e-05,0.99990964
161,161,"Она оказалась на удивление не компетентной для человека из отдела по работе с юридическими лицами: не знала, что у ИП нет юридического адреса, требовала от меня договор аренды помещения или свидетельство о собственности (!!!).",5.7198868e-05,2.1287586e-05,0.99992156
162,162,"Не знаю... В общем, для тех, чья контора является корпоративным клиентом Сбера, рекомендую.",0.000313987,0.9996294,5.6569617e-05
163,163,"И что я слышу, Банк принял решение о невероятной лояльности!",0.9993606,0.00035322362,0.00028618413
164,164,"6) Мне нравится функциональность интернет-банкинга - много инструментов для удобной работы с различными задачами, такими как перевод денег ""по любым направлениям"", оплата любых услуг, прямая оплата сотовых телефонов и т.п. Удобно.",5.3171192e-05,0.9999118,3.5054436e-05
165,165,"Доступны всевозможные вариации на тему мобильности/безопасности/скорости – а) мобильный банк, б) ""легкий"" и быстрый интернет-банк и, наконец, в) полноценный максимально защищенный ""большой"" интернет-банк.",0.99597824,0.0029513813,0.0010703419
166,166,Просто смешно ... Вы теряете клиентов из-за долгой установки ... Пора пересмотреть такой подход.,5.169711e-05,2.657231e-05,0.9999217
167,167,"Ура, вчера (30.11.2017) мне пришло смс, что карта готова и можно получать.",0.99944896,0.0002953192,0.000255644
168,168,"18 января 2019 года застраховала в Ингосстрахе жизнь и квартиру, в этот же день привезла все документы в отделение банка и передала сотруднику (кому именно конечно же уже не помню).",0.9995763,0.00025125194,0.0001724231
